Dist Code,Year,State Code,State,District,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
238,2017,16,Uttarakhand,Almorah,7.47,0,0,0,0,4.09,11.55,22.46
239,2000,16,Uttarakhand,Pithorgarh,1.86,0.49,1.26,0,1.26,3.42,7.03,12.72
239,2001,16,Uttarakhand,Pithorgarh,4.23,0.65,1.26,0,1.26,4.3,8.63,13.67
239,2002,16,Uttarakhand,Pithorgarh,1.74,0,1.01,0,1.01,2.93,5.68,10.16
239,2003,16,Uttarakhand,Pithorgarh,1.49,0.03,1.6,0.12,1.72,3.04,6.29,10.86
239,2004,16,Uttarakhand,Pithorgarh,2.29,0.4,0.12,0,0.12,3.53,6.34,11.34
239,2005,16,Uttarakhand,Pithorgarh,2.59,0,0.66,0,0.66,3.12,6.35,11.65
239,2006,16,Uttarakhand,Pithorgarh,1.74,0,1.66,0,1.66,2.47,5.85,9.52
239,2007,16,Uttarakhand,Pithorgarh,0.53,0,1,0.57,1.58,4.13,6.24,10.44
239,2008,16,Uttarakhand,Pithorgarh,1.11,0.11,1.45,0,1.45,2.95,5.61,10.23
239,2009,16,Uttarakhand,Pithorgarh,1.67,0.01,1.32,0,1.32,3.74,6.74,10.51
239,2010,16,Uttarakhand,Pithorgarh,0.75,0,1.44,0,1.44,3.13,5.32,9.17
239,2011,16,Uttarakhand,Pithorgarh,2.62,0,1.19,0,1.19,2.69,6.48,11.42
239,2012,16,Uttarakhand,Pithorgarh,0.34,0,1.34,0.02,1.36,3.44,5.15,9.38
239,2013,16,Uttarakhand,Pithorgarh,1.07,0,1.34,0,1.34,3.04,5.44,8.9
239,2014,16,Uttarakhand,Pithorgarh,0.37,0,1.34,0,1.34,3.58,5.29,9.53
239,2015,16,Uttarakhand,Pithorgarh,0.7,0,1.18,0,1.18,4.04,5.92,10.88
239,2016,16,Uttarakhand,Pithorgarh,0.27,0,1.31,0,1.31,4.12,5.7,8.83
239,2017,16,Uttarakhand,Pithorgarh,0.21,0,1.19,0,1.19,3.48,4.87,7.71
240,2000,16,Uttarakhand,Chamoli,1.9,0,0,0,0,2.61,4.49,8.6
240,2001,16,Uttarakhand,Chamoli,2.43,0.07,0,0,0,2.3,4.8,7.23
240,2002,16,Uttarakhand,Chamoli,1.81,0,0,0,0,2.06,3.86,7.23
240,2003,16,Uttarakhand,Chamoli,2.49,0,0,0,0,2.12,4.61,9.03
240,2004,16,Uttarakhand,Chamoli,3,0.12,0,0,0,1.08,4.21,8.03
240,2005,16,Uttarakhand,Chamoli,2.24,0,0,0,0,1.76,4.01,7.85
240,2006,16,Uttarakhand,Chamoli,1.86,0,0,0,0,1.89,3.75,6.68
240,2007,16,Uttarakhand,Chamoli,1.92,0,0,0,0,2.04,3.97,7.47
240,2008,16,Uttarakhand,Chamoli,2.29,0,0,0,0,2.01,4.3,8.5
240,2009,16,Uttarakhand,Chamoli,1.66,0,0,0,0,1.81,3.47,6.7
240,2010,16,Uttarakhand,Chamoli,2.57,0,0,0,0,1.24,3.8,7.42
240,2011,16,Uttarakhand,Chamoli,3.02,0,0,0,0,1.08,4.09,7.85
240,2012,16,Uttarakhand,Chamoli,3.63,0,0,0,0,0.76,4.38,8.28
240,2013,16,Uttarakhand,Chamoli,2.68,0,0,0,0,1.06,3.74,7.27
240,2014,16,Uttarakhand,Chamoli,3.16,0,0,0,0,1.28,4.44,8.26
240,2015,16,Uttarakhand,Chamoli,2.65,0,0,0,0,1.46,4.11,6.77
240,2016,16,Uttarakhand,Chamoli,2.61,0,0,0,0,1.39,4.02,7.44
240,2017,16,Uttarakhand,Chamoli,2.66,0,0,0,0,1.42,4.08,6.8
241,2000,16,Uttarakhand,Uttar Kashi,2.68,0.06,0,0,0,1.66,4.4,8.11
241,2001,16,Uttarakhand,Uttar Kashi,0.56,0,0,0,0,1.15,1.71,8.82
241,2002,16,Uttarakhand,Uttar Kashi,3.02,0.01,0,0,0,1.11,4.14,7.43
241,2003,16,Uttarakhand,Uttar Kashi,3.57,0,0,0,0,0.96,4.53,8.66
241,2004,16,Uttarakhand,Uttar Kashi,3.17,0,0,0,0,1.89,5.06,9.08
241,2005,16,Uttarakhand,Uttar Kashi,3.47,0,0,0,0,1.51,4.97,9.27
241,2006,16,Uttarakhand,Uttar Kashi,3.9,0,0,0,0,1.57,5.47,9.64
241,2007,16,Uttarakhand,Uttar Kashi,3.77,0,0,0,0,1.68,5.45,10.12
241,2008,16,Uttarakhand,Uttar Kashi,3.09,0,0,0,0,2.11,5.2,9.5
241,2009,16,Uttarakhand,Uttar Kashi,3.48,0,0,0,0,1.25,4.73,9.44
241,2010,16,Uttarakhand,Uttar Kashi,2.78,0,0,0,0,1.55,4.32,7.57
241,2011,16,Uttarakhand,Uttar Kashi,3.72,0.26,0,0,0,0.74,4.72,8.56
241,2012,16,Uttarakhand,Uttar Kashi,4.3,0,0,0,0,1.21,5.51,9.91
241,2013,16,Uttarakhand,Uttar Kashi,2.75,0,0,0,0,1.55,4.29,7.6
241,2014,16,Uttarakhand,Uttar Kashi,2.85,0,0,0,0,2,4.85,8.2
241,2015,16,Uttarakhand,Uttar Kashi,3.11,0,0,0,0,1.71,4.82,8.84
241,2016,16,Uttarakhand,Uttar Kashi,3.15,0,0,0,0,1.97,5.12,9.12
241,2017,16,Uttarakhand,Uttar Kashi,4.09,0,0,0,0,1.39,5.48,9.11
242,2000,16,Uttarakhand,Tehri Garhwal,1.37,0,0,0,0,7.81,9.18,17.83
242,2001,16,Uttarakhand,Tehri Garhwal,0.78,0,0,0,0,6.23,7,13.94
242,2002,16,Uttarakhand,Tehri Garhwal,2.01,0,0,0,0,5.91,7.91,15.06
242,2003,16,Uttarakhand,Tehri Garhwal,1.15,0.06,0,0,0,7.1,8.3,15.87
242,2004,16,Uttarakhand,Tehri Garhwal,0.95,0,0,0,0,7.57,8.52,16.3
242,2005,16,Uttarakhand,Tehri Garhwal,0.78,0,0,0,0,6.91,7.69,14.89
242,2006,16,Uttarakhand,Tehri Garhwal,1.03,0,0,0,0,6.84,7.87,14.89
242,2007,16,Uttarakhand,Tehri Garhwal,0.81,0,0,0,0,7.58,8.38,16.04
242,2008,16,Uttarakhand,Tehri Garhwal,0.86,0,0,0,0,7.97,8.82,17.01
242,2009,16,Uttarakhand,Tehri Garhwal,0.59,0,0,0,0,6.57,7.16,13.74
242,2010,16,Uttarakhand,Tehri Garhwal,1.72,0,0,0,0,6.24,7.96,15.15
242,2011,16,Uttarakhand,Tehri Garhwal,1.61,0,0,0,0,5.72,7.33,13.8
242,2012,16,Uttarakhand,Tehri Garhwal,0.56,0,0,0,0,6.35,6.91,13.3
242,2013,16,Uttarakhand,Tehri Garhwal,1.19,0,0,0,0,6.15,7.34,13.83
242,2014,16,Uttarakhand,Tehri Garhwal,0.55,0,0,0,0,6.61,7.16,13.64
242,2015,16,Uttarakhand,Tehri Garhwal,0.91,0,0,0,0,6.83,7.74,14.24
242,2016,16,Uttarakhand,Tehri Garhwal,0.38,0,0,0,0,7.53,7.91,14.83
242,2017,16,Uttarakhand,Tehri Garhwal,1.4,0,0,0,0,5.57,6.96,13.12
243,2000,16,Uttarakhand,Garhwal,4.76,0.01,0.59,0,0.59,2.37,7.73,14.76
243,2001,16,Uttarakhand,Garhwal,4.78,0,0.43,0,0.43,3.67,8.88,14.9
243,2002,16,Uttarakhand,Garhwal,3.42,0.28,0.53,0,0.53,3.87,8.11,14.96
243,2003,16,Uttarakhand,Garhwal,3.65,0,0.59,0,0.59,3.72,7.96,15.46
243,2004,16,Uttarakhand,Garhwal,3.6,0,0.61,0,0.61,3.49,7.71,14.27
243,2005,16,Uttarakhand,Garhwal,3.04,0.02,0.48,0,0.48,4.5,8.04,15.44
243,2006,16,Uttarakhand,Garhwal,3.01,0,0,0,0,6,9.01,15.15
243,2007,16,Uttarakhand,Garhwal,2.2,0,0.78,0,0.78,5.09,8.07,15.21
243,2008,16,Uttarakhand,Garhwal,2.04,0.42,0,0,0,4.91,7.37,14.15
243,2009,16,Uttarakhand,Garhwal,2.17,0,1.24,0,1.24,4.47,7.88,14.43
243,2010,16,Uttarakhand,Garhwal,2.88,0,0.86,0,0.86,3.23,6.97,13.02
243,2011,16,Uttarakhand,Garhwal,2.51,0,1.13,0,1.13,3.17,6.8,12.52
243,2012,16,Uttarakhand,Garhwal,3.06,0,1.13,0,1.13,2.23,6.41,12.3
243,2013,16,Uttarakhand,Garhwal,2.92,0,1.12,0,1.12,1.97,6.01,12.07
243,2014,16,Uttarakhand,Garhwal,2.68,0,0.72,0,0.72,3.07,6.48,12.91
243,2015,16,Uttarakhand,Garhwal,2.53,0,0.86,0,0.86,2.78,6.18,10.06
243,2016,16,Uttarakhand,Garhwal,2.49,0,0.86,0,0.86,2.66,6.01,9.48
243,2017,16,Uttarakhand,Garhwal,2.09,0,0.78,0,0.78,1.99,4.86,9.22
244,2000,16,Uttarakhand,Dehradun,13.93,0,3.28,0.04,3.32,7.43,24.68,36.47
244,2001,16,Uttarakhand,Dehradun,13.96,0,3.51,0.19,3.7,16.4,34.75,37.05
244,2002,16,Uttarakhand,Dehradun,13.46,0,3.46,0,3.46,5.51,22.43,34.22
244,2003,16,Uttarakhand,Dehradun,12.26,0,3.81,0.56,4.37,6.48,23.11,35.49
244,2004,16,Uttarakhand,Dehradun,12.04,0.33,3.27,0,3.27,5.24,20.86,33.66
244,2005,16,Uttarakhand,Dehradun,14,0,3.24,0.07,3.31,5.18,22.49,33.23
244,2006,16,Uttarakhand,Dehradun,13.88,0,3.33,0.16,3.49,3.6,20.96,33.44
244,2007,16,Uttarakhand,Dehradun,12.43,0,4.22,1.19,5.41,3.28,21.12,32.94
244,2008,16,Uttarakhand,Dehradun,12.34,0,3.14,0.12,3.26,3.79,19.38,32.37
244,2009,16,Uttarakhand,Dehradun,16.15,0,1.92,1.75,3.67,1.7,21.51,31.93
244,2010,16,Uttarakhand,Dehradun,15.24,0,1.94,0.05,1.99,3.6,20.82,31.79
244,2011,16,Uttarakhand,Dehradun,18.15,0,2.79,0.1,2.89,0.86,21.89,32.36
244,2012,16,Uttarakhand,Dehradun,13.88,0,6.03,0.03,6.06,1.81,21.75,32.2
244,2013,16,Uttarakhand,Dehradun,13.62,0,3.08,0.02,3.09,4.27,20.99,29.54
244,2014,16,Uttarakhand,Dehradun,15.3,0,3.66,0.33,3.99,1.62,20.91,30.46
244,2015,16,Uttarakhand,Dehradun,14.69,0,2.91,1.39,4.3,2.05,21.04,29.68
244,2016,16,Uttarakhand,Dehradun,14.35,0,2.8,1.79,4.58,2.04,20.97,29.34
244,2017,16,Uttarakhand,Dehradun,15,0,2.69,0.07,2.77,1.51,19.28,28.96
601,2002,17,Assam,Cachar,0.05,3,2.01,3,3,3,0.06,0.07
601,2003,17,Assam,Cachar,0.05,3,3,3,3,3,1.05,1.06
601,2004,17,Assam,Cachar,0.1,0,0,0,0,0,0.1,2
601,2005,17,Assam,Cachar,0.19,0,0.53,0,0.53,17.97,18.7,3
601,2007,17,Assam,Cachar,2.56,0.92,0,0,0,8.01,11.49,2
601,2008,17,Assam,Cachar,2.56,0.92,0,0,0,8.01,11.49,2
601,2009,17,Assam,Cachar,2.55,0.41,0.01,0,0.01,7.69,10.66,3
601,2010,17,Assam,Cachar,4.18,0.41,0.01,0,0.01,7.69,12.29,3
601,2011,17,Assam,Cachar,0.77,0.48,0.01,0.38,0.39,4.44,6.08,3
601,2012,17,Assam,Cachar,3.01,0,0.03,0,0.03,5.69,8.73,8.73
601,2013,17,Assam,Cachar,3.01,0,0,0.03,0.03,18.42,21.45,3
601,2014,17,Assam,Cachar,3.01,0,0.03,0,0.03,18.42,21.45,3
601,2015,17,Assam,Cachar,4.53,0,0.11,0,0.11,5.69,10.33,10.33
601,2016,17,Assam,Cachar,3.06,0,0,0,0,3.91,6.97,6.97
601,2017,17,Assam,Cachar,6.73,0,0.08,0,0.08,0,6.81,7.82
602,2002,17,Assam,Darrang,15.13,2,0.16,2,2,3.41,17.7,17.7
602,2003,17,Assam,Darrang,12.94,2,0.14,2,2,3.43,15.51,15.51
602,2004,17,Assam,Darrang,11.98,0,0.09,0,0.09,0,12.07,2
602,2005,17,Assam,Darrang,2.55,2.07,1.8,0.02,1.82,40.7,47.15,3
602,2007,17,Assam,Darrang,5.1,0,0,0,0,24.83,29.94,2
602,2008,17,Assam,Darrang,5.1,0,0,0,0,24.83,29.94,2
602,2009,17,Assam,Darrang,40.91,0.29,0.44,0.02,0.45,7.7,49.35,3
602,2010,17,Assam,Darrang,31.04,0.29,0.44,0.02,0.45,7.7,39.47,3
602,2011,17,Assam,Darrang,15.41,0.41,0.11,4.99,5.1,30.72,51.63,3
602,2012,17,Assam,Darrang,20.1,0.7,22.93,0.05,22.98,29.5,73.27,75.5
602,2013,17,Assam,Darrang,19.77,0.69,0.05,21.3,21.35,29.5,71.31,3
602,2014,17,Assam,Darrang,18.95,0.68,21.39,0.05,21.44,29.45,70.5,3
602,2015,17,Assam,Darrang,2.05,0.31,21.46,0.06,21.51,14.02,37.87,40.1
602,2016,17,Assam,Darrang,19.34,0.43,21.43,0.06,21.49,14.19,55.43,58.87
602,2017,17,Assam,Darrang,19.87,0.43,4.37,17.14,21.51,14.2,55.99,58.26
603,2002,17,Assam,Dibrugarh,0.88,2,0.37,2,2,1.86,2.11,2.11
603,2003,17,Assam,Dibrugarh,0.3,2,0.09,2,2,1.03,0.42,0.42
603,2004,17,Assam,Dibrugarh,0.11,0,0.07,0,0.07,0,0.18,2
603,2005,17,Assam,Dibrugarh,0.01,0,0,0,0,1.1,1.11,2
603,2007,17,Assam,Dibrugarh,0,0,0,0,0,0.14,0.14,2
603,2008,17,Assam,Dibrugarh,0,0,0,0,0,0.14,0.14,2
603,2009,17,Assam,Dibrugarh,1.2,0,1.17,0,1.17,0.5,2.86,2
603,2010,17,Assam,Dibrugarh,0.36,0,1.17,0,1.17,0.5,2.02,2
603,2011,17,Assam,Dibrugarh,2.01,0.33,0.99,2.84,3.83,7.36,13.53,2
603,2012,17,Assam,Dibrugarh,0,0,0.71,0,0.71,3.01,3.72,3.73
603,2013,17,Assam,Dibrugarh,0,0,0,0.94,0.94,3.29,4.23,2
603,2014,17,Assam,Dibrugarh,0,0,0.94,0,0.94,3.29,4.23,2
603,2015,17,Assam,Dibrugarh,0,0,0.94,0,0.94,3.29,4.23,4.23
603,2016,17,Assam,Dibrugarh,0.26,0,0.91,0,0.91,3.29,4.46,4.51
603,2017,17,Assam,Dibrugarh,1.15,0,1.16,0,1.16,0,2.31,2.66
604,2002,17,Assam,Goalpara,6.8,4,1.39,4,4,3.76,7.94,8.08
604,2003,17,Assam,Goalpara,5.39,4,0.22,4,4,3.07,5.67,6.06
604,2004,17,Assam,Goalpara,6.17,0,0.18,0,0.18,0,6.34,4
604,2005,17,Assam,Goalpara,2.69,0.11,1.63,0.08,1.71,8.24,13.35,4.6
604,2007,17,Assam,Goalpara,1.93,0.22,0.05,0,0.05,11.68,13.86,4
604,2008,17,Assam,Goalpara,1.93,0.22,0.05,0,0.05,11.67,13.86,4
604,2009,17,Assam,Goalpara,13.15,0.11,0.9,0.08,0.98,0.21,14.45,4.6
604,2010,17,Assam,Goalpara,13.15,0.11,0.9,0.08,0.98,0.21,14.45,4.6
604,2011,17,Assam,Goalpara,4.54,0.58,0.31,5.04,5.35,8.57,19.02,4.6
604,2012,17,Assam,Goalpara,10.25,0.9,17.65,0.2,17.85,23.71,52.7,66.87
604,2013,17,Assam,Goalpara,10.33,0.9,0.2,21.53,21.73,19.77,52.73,4.6
604,2014,17,Assam,Goalpara,10.51,1.07,21.44,0.2,21.64,19.85,53.08,4.6
604,2015,17,Assam,Goalpara,11.06,1.06,21.45,0.19,21.64,19.6,53.36,69.72
604,2016,17,Assam,Goalpara,10.23,1.04,33.92,0,33.92,21.63,66.82,85.19
604,2017,17,Assam,Goalpara,12.87,0.08,13.74,22.19,35.93,18.58,67.44,88.03
605,2002,17,Assam,Kamrup,9.45,3,0.2,3,3,3.64,11.29,11.29
605,2003,17,Assam,Kamrup,7.23,3,0.16,3,3,2.12,7.51,7.51
605,2004,17,Assam,Kamrup,6.44,0,0.1,0,0.1,0,6.55,3
605,2005,17,Assam,Kamrup,2.54,0.04,1.61,0,1.61,12.88,17.07,4
605,2006,17,Assam,Kamrup,0.01,0.02,0.59,0,0.59,1.62,2.24,1
605,2007,17,Assam,Kamrup,4.11,0.18,0.02,0,0.02,6.44,10.74,3
605,2008,17,Assam,Kamrup,4.11,0.18,0.02,0,0.02,6.44,10.74,3
605,2009,17,Assam,Kamrup,37.04,0.04,0.82,0,0.82,2.9,40.84,5
605,2010,17,Assam,Kamrup,17.9,0.04,0.82,0,0.82,2.9,21.69,5
605,2011,17,Assam,Kamrup,4.57,2.1,0.29,1.95,2.25,8.39,17.31,4
605,2012,17,Assam,Kamrup,20.11,0.87,2.12,0.28,2.39,53.38,76.75,90.35
605,2013,17,Assam,Kamrup,19.33,0.87,0.28,1.85,2.12,48.58,70.89,5
605,2014,17,Assam,Kamrup,19.33,0.87,1.84,0.28,2.11,48.48,70.78,5
605,2015,17,Assam,Kamrup,25.3,1.21,2.45,0.2,2.65,63.38,92.53,121.76
605,2016,17,Assam,Kamrup,27.38,0.94,2.86,0.25,3.1,51.29,82.73,104.56
605,2017,17,Assam,Kamrup,20.53,0.94,14.18,2.69,16.87,60.43,98.74,149.65
606,2002,17,Assam,Karbi Anglong,11.9,1,0.12,0,0.12,1,12.14,12.14
606,2003,17,Assam,Karbi Anglong,11.98,1,0,0,0,1,11.98,11.99
606,2004,17,Assam,Karbi Anglong,14,0,0.04,0,0.04,0,14.04,1
606,2005,17,Assam,Karbi Anglong,0.52,0.12,0,0,0,2.77,3.41,1
606,2007,17,Assam,Karbi Anglong,0,0,0,0,0,0.58,0.58,1
606,2008,17,Assam,Karbi Anglong,0,0,0,0,0,0.58,0.58,1
606,2009,17,Assam,Karbi Anglong,17.89,0.12,0.27,0,0.27,0.77,19.05,1
606,2010,17,Assam,Karbi Anglong,22.91,0.12,0.27,0,0.27,0.77,24.08,1
606,2011,17,Assam,Karbi Anglong,0,0,0.01,0,0.01,0.12,0.13,1
606,2012,17,Assam,Karbi Anglong,6.3,0,0.11,0,0.11,12.73,19.14,19.14
606,2013,17,Assam,Karbi Anglong,6.3,0,0,0.11,0.11,0,6.41,1
606,2014,17,Assam,Karbi Anglong,6.3,0,0.11,0,0.11,0,6.41,1
606,2015,17,Assam,Karbi Anglong,6.3,0,0.11,0,0.11,12.73,19.14,19.14
606,2016,17,Assam,Karbi Anglong,6.3,0,0.11,0,0.11,12.73,19.14,40.76
606,2017,17,Assam,Karbi Anglong,6.3,0,0.11,0,0.11,12.73,19.14,40.76
607,2002,17,Assam,Lakhimpur,0.12,2,0.08,2,2,2,0.19,0.23
607,2003,17,Assam,Lakhimpur,0.01,1,0.02,1,1,1,0.03,0.04
607,2004,17,Assam,Lakhimpur,0,0,0.01,0,0.01,0,0.01,2
607,2005,17,Assam,Lakhimpur,0,0,0,0,0,0.86,0.86,2
607,2007,17,Assam,Lakhimpur,0.3,1.71,1.47,0,1.47,6.35,9.84,2
607,2008,17,Assam,Lakhimpur,0.3,1.71,1.47,0,1.47,6.35,9.84,2
607,2009,17,Assam,Lakhimpur,0.01,0,1.16,0,1.16,0.07,1.24,2
607,2010,17,Assam,Lakhimpur,0,0,1.16,0,1.16,0.07,1.23,2
607,2011,17,Assam,Lakhimpur,0.82,0.06,0.01,0.22,0.22,10.76,11.86,2
607,2012,17,Assam,Lakhimpur,0.69,1.05,0.89,0.01,0.9,10.99,13.63,15.56
607,2013,17,Assam,Lakhimpur,0.69,1.05,0.01,0.89,0.9,10.99,13.63,2
607,2014,17,Assam,Lakhimpur,0.69,1.05,0.89,0.01,0.9,10.99,13.63,2
607,2015,17,Assam,Lakhimpur,0.69,1.05,0.89,0.01,0.9,10.99,13.63,15.66
607,2016,17,Assam,Lakhimpur,0.64,0.81,0.84,0.01,0.85,27.03,29.31,29.32
607,2017,17,Assam,Lakhimpur,0.52,0.33,1.11,0.01,1.11,15.25,17.22,17.69
608,2002,17,Assam,North Cachar Hil / Dima hasao,2.03,1,0,1,1,1,2.03,2.03
608,2003,17,Assam,North Cachar Hil / Dima hasao,2.05,1,0,1,1,1,2.06,2.06
608,2004,17,Assam,North Cachar Hil / Dima hasao,2.34,0,0,0,0,0,2.34,1
608,2005,17,Assam,North Cachar Hil / Dima hasao,0,0,0,0,0,0,1,1
608,2007,17,Assam,North Cachar Hil / Dima hasao,0,0,0,0,0,0,1,1
608,2008,17,Assam,North Cachar Hil / Dima hasao,0,0,0,0,0,0,1,1
608,2009,17,Assam,North Cachar Hil / Dima hasao,3.92,0,0,0,0,0,3.92,1
608,2010,17,Assam,North Cachar Hil / Dima hasao,4.06,0,0,0,0,0,4.06,1
608,2011,17,Assam,North Cachar Hil / Dima hasao,0,0,0,0,0,0,0,0
608,2012,17,Assam,North Cachar Hil / Dima hasao,2.62,0,0,0,0,0,2.62,3.02
608,2013,17,Assam,North Cachar Hil / Dima hasao,0.65,0,0,0,0,0,0.65,1
608,2014,17,Assam,North Cachar Hil / Dima hasao,0.79,0,0,0,0,0,0.79,1
608,2015,17,Assam,North Cachar Hil / Dima hasao,0.79,0,0,0,0,0,0.79,0.79
608,2016,17,Assam,North Cachar Hil / Dima hasao,0.35,0,0,0,0,0,0.35,0.35
608,2017,17,Assam,North Cachar Hil / Dima hasao,1.03,0,0,0,0,0,1.03,1.03
609,2002,17,Assam,Nagaon,32.76,2,0.07,2,2,2,32.83,32.83
609,2003,17,Assam,Nagaon,29.65,2,0.02,2,2,2,29.67,29.68
609,2004,17,Assam,Nagaon,18.97,0,0.03,0,0.03,0,19,2
609,2005,17,Assam,Nagaon,28.42,1.23,20.83,0.4,21.24,14.9,65.8,2
609,2007,17,Assam,Nagaon,8.69,0.09,0.03,0,0.03,32.87,41.67,2
609,2008,17,Assam,Nagaon,8.69,0.09,0.03,0,0.03,32.87,41.67,2
609,2009,17,Assam,Nagaon,40.5,0.57,0.25,0.19,0.44,4.9,46.41,2
609,2010,17,Assam,Nagaon,30.94,0.57,0.25,0.19,0.44,4.9,36.84,2
609,2011,17,Assam,Nagaon,2.85,0.4,0.1,11.2,11.3,12.75,27.3,2
609,2012,17,Assam,Nagaon,13.39,5.97,25.99,0.39,26.38,8.45,54.18,78.13
609,2013,17,Assam,Nagaon,13.39,5.97,0.39,25.99,26.38,0.05,45.78,2
609,2014,17,Assam,Nagaon,13.39,5.97,25.99,0.39,26.38,0.05,45.78,2
609,2015,17,Assam,Nagaon,13.39,5.97,25.99,0.39,26.38,0.05,45.78,78.13
609,2016,17,Assam,Nagaon,16.84,7.08,8.53,9.63,18.16,10.47,52.54,89.49
609,2017,17,Assam,Nagaon,26.09,6.68,3.44,1.17,4.61,15.37,52.74,81.98
610,2002,17,Assam,Sibsagar,0.17,3,0.42,3,3,3,0.58,0.7
610,2003,17,Assam,Sibsagar,0.18,3,0.43,3,3,3,0.61,0.82
610,2004,17,Assam,Sibsagar,0.1,0,0.06,0,0.06,0,0.14,3
610,2005,17,Assam,Sibsagar,0.4,0.01,0.03,0.02,0.05,7.07,7.53,3
610,2007,17,Assam,Sibsagar,10.65,0.31,0.57,0,0.57,10.55,22.07,3
610,2008,17,Assam,Sibsagar,10.65,0.31,0.57,0,0.57,10.55,22.07,3
610,2009,17,Assam,Sibsagar,2.14,0.01,1.77,0.02,1.79,1.17,5.09,3
610,2010,17,Assam,Sibsagar,0.14,0.01,1.77,0.02,1.79,1.17,3.11,3
610,2011,17,Assam,Sibsagar,0.26,0.44,0.01,0.56,0.57,11.13,12.4,3
610,2012,17,Assam,Sibsagar,1.85,0,1.5,0,1.5,9.7,13.04,13.04
610,2013,17,Assam,Sibsagar,1.85,0,0,1.5,1.5,9.7,13.04,3
610,2014,17,Assam,Sibsagar,1.18,0,1.14,0,1.14,3.37,5.69,3
610,2015,17,Assam,Sibsagar,1.18,0,1.14,0,1.14,3.37,5.69,5.69
610,2016,17,Assam,Sibsagar,3.94,0,5.63,0,5.63,31.2,40.76,40.76
610,2017,17,Assam,Sibsagar,0.17,0,0.76,0,0.76,30.76,31.69,31.69
626,2000,18,Himachal Pradesh,Bilashpur,0,0,0.08,0.11,0.19,2.97,3.16,5.68
626,2001,18,Himachal Pradesh,Bilashpur,0,0,0.08,0.11,0.19,2.97,3.16,5.84
626,2002,18,Himachal Pradesh,Bilashpur,0,0,0.08,0.11,0.19,2.97,3.16,6.09
626,2003,18,Himachal Pradesh,Bilashpur,0,0,0.08,0.11,0.19,2.97,3.16,5.88
626,2004,18,Himachal Pradesh,Bilashpur,0,0,0.08,0.11,0.19,2.97,3.16,6.13
626,2005,18,Himachal Pradesh,Bilashpur,0,0,0.82,0.41,1.23,1.42,2.65,5.46
626,2006,18,Himachal Pradesh,Bilashpur,0,0,0.34,0.36,0.7,3.49,4.19,7.1
626,2007,18,Himachal Pradesh,Bilashpur,0,0,0.37,0.4,0.77,3.63,4.4,7.21
626,2008,18,Himachal Pradesh,Bilashpur,0,0.06,0.35,0.13,0.48,3.12,3.66,6.67
626,2009,18,Himachal Pradesh,Bilashpur,0,0.12,0.5,0.12,0.62,2.76,3.51,6.44
626,2010,18,Himachal Pradesh,Bilashpur,0,0,0.48,0.05,0.53,3.29,3.82,6.63
626,2011,18,Himachal Pradesh,Bilashpur,0,0,0.48,0.05,0.53,3.29,3.82,6.6
626,2012,18,Himachal Pradesh,Bilashpur,0,0,0.48,0.05,0.53,3.29,3.82,6.61
626,2013,18,Himachal Pradesh,Bilashpur,0,0,0.48,0.05,0.53,3.29,3.82,6.88
626,2014,18,Himachal Pradesh,Bilashpur,0,0,0.48,0.05,0.53,3.29,3.82,7.14
626,2016,18,Himachal Pradesh,Bilashpur,0,0,0.66,0.01,0.67,6.15,6.82,6.82
627,2000,18,Himachal Pradesh,Chamba,0,0,0,0,0,6.6,6.6,7.8
627,2001,18,Himachal Pradesh,Chamba,0,0,0,0,0,5.57,5.57,7.09
627,2002,18,Himachal Pradesh,Chamba,0,0,0,0,0,6.52,6.52,8.48
627,2003,18,Himachal Pradesh,Chamba,0,0,0,0,0,5.71,5.71,6.9
627,2004,18,Himachal Pradesh,Chamba,0,0,0,0,0,5.67,5.67,6.84
627,2005,18,Himachal Pradesh,Chamba,0,0,0,0,0,5.67,5.67,11.3
627,2006,18,Himachal Pradesh,Chamba,0,0,0,0,0,3.77,3.77,6.4
627,2007,18,Himachal Pradesh,Chamba,0,0,0.8,0,0.8,2.51,3.31,6.78
627,2008,18,Himachal Pradesh,Chamba,0,0,0,0,0,3.55,3.55,7.01
627,2009,18,Himachal Pradesh,Chamba,0,0,0,0,0,4.33,4.33,6.89
627,2010,18,Himachal Pradesh,Chamba,0,0,0,0,0,4.33,4.33,6.94
627,2011,18,Himachal Pradesh,Chamba,0,0,0,0,0,4.33,4.33,6.49
627,2012,18,Himachal Pradesh,Chamba,0,0,0,0,0,4.33,4.33,6.93
627,2013,18,Himachal Pradesh,Chamba,0,0,0,0,0,3.55,3.55,7.02
627,2014,18,Himachal Pradesh,Chamba,0,0,0,0,0,3.55,3.55,6.57
627,2016,18,Himachal Pradesh,Chamba,0,0,0,0,0,3.55,3.55,6.82
629,2000,18,Himachal Pradesh,Kangra,0,0.26,6.64,3.07,9.71,54.77,64.74,79.99
629,2001,18,Himachal Pradesh,Kangra,0,0.26,6.53,2.13,8.66,34.08,42.99,81.23
