Dist Code,Year,State Code,State,District,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
10,2013,6,Madhya Pradesh,Narsinghpur,15197,64.18,49.13,32.21,7618,32.17,24.63,16.15,864,3.65,2.79,1.83,23679,76.55,50.19
10,2014,6,Madhya Pradesh,Narsinghpur,19002,67.51,61.24,40.65,8081,28.71,26.04,17.29,1062,3.77,3.42,2.27,28145,90.71,60.2
10,2015,6,Madhya Pradesh,Narsinghpur,24755,68.1,79.9,49.83,10019,27.56,32.34,20.17,1579,4.34,5.1,3.18,36353,117.33,73.17
10,2016,6,Madhya Pradesh,Narsinghpur,19117,62.68,61.58,39.5,9391,30.79,30.25,19.4,1992,6.53,6.42,4.12,30501,98.25,63.01
10,2017,6,Madhya Pradesh,Narsinghpur,21631,63.44,69.98,44.97,10429,30.59,33.74,21.68,2037,5.97,6.59,4.24,34097,110.3,70.89
11,2000,6,Madhya Pradesh,Seoni / Shivani,3883,59.75,10.98,9.03,2337,35.96,6.61,5.44,279,4.29,0.79,0.65,6499,18.37,15.11
11,2001,6,Madhya Pradesh,Seoni / Shivani,4397,64.69,12.05,9.69,2202,32.4,6.04,4.85,198,2.91,0.54,0.44,6797,18.63,14.98
11,2002,6,Madhya Pradesh,Seoni / Shivani,5306,62.45,14.56,11.52,2877,33.86,7.89,6.25,314,3.7,0.86,0.68,8497,23.31,18.45
11,2003,6,Madhya Pradesh,Seoni / Shivani,5758,62.76,15.66,12.23,3131,34.13,8.51,6.65,285,3.11,0.77,0.61,9174,24.95,19.48
11,2004,6,Madhya Pradesh,Seoni / Shivani,5354,57.58,14.69,11.42,3605,38.77,9.89,7.69,339,3.65,0.93,0.72,9298,25.5,19.84
11,2005,6,Madhya Pradesh,Seoni / Shivani,6774,61.49,18.41,13.56,3821,34.69,10.38,7.65,421,3.82,1.14,0.84,11016,29.94,22.05
11,2006,6,Madhya Pradesh,Seoni / Shivani,7324,59.98,19.7,14.83,4468,36.59,12.02,9.05,418,3.42,1.12,0.85,12210,32.85,24.73
11,2007,6,Madhya Pradesh,Seoni / Shivani,9964,63.22,26.77,19.71,5432,34.46,14.59,10.74,366,2.32,0.98,0.72,15762,42.35,31.17
11,2008,6,Madhya Pradesh,Seoni / Shivani,9005,57.93,24.42,18.14,5966,38.38,16.18,12.02,574,3.69,1.56,1.16,15545,42.16,31.31
11,2009,6,Madhya Pradesh,Seoni / Shivani,12456,60.34,33.46,24.77,7498,36.32,20.14,14.91,689,3.34,1.85,1.37,20643,55.44,41.05
11,2010,6,Madhya Pradesh,Seoni / Shivani,13731,58.04,35.71,25.62,8691,36.74,22.6,16.22,1236,5.22,3.21,2.31,23658,61.53,44.15
11,2011,6,Madhya Pradesh,Seoni / Shivani,15730,62.07,39.54,29.21,8665,34.19,21.78,16.09,949,3.74,2.39,1.76,25344,63.7,47.07
11,2012,6,Madhya Pradesh,Seoni / Shivani,18777,62.49,46.87,33.45,10162,33.82,25.37,18.1,1107,3.68,2.76,1.97,30046,75,53.53
11,2013,6,Madhya Pradesh,Seoni / Shivani,21318,70.72,53.71,36.88,8514,28.24,21.45,14.73,313,1.04,0.79,0.54,30145,75.95,52.15
11,2014,6,Madhya Pradesh,Seoni / Shivani,23150,68.92,58.05,40.06,9939,29.59,24.92,17.2,501,1.49,1.26,0.87,33590,84.23,58.13
11,2015,6,Madhya Pradesh,Seoni / Shivani,28360,70.03,72.63,50.36,11535,28.48,29.54,20.48,602,1.49,1.54,1.07,40497,103.71,71.91
11,2016,6,Madhya Pradesh,Seoni / Shivani,35158,74.76,89.26,61.56,10790,22.94,27.39,18.89,1080,2.3,2.74,1.89,47029,119.39,82.35
11,2017,6,Madhya Pradesh,Seoni / Shivani,48504,76.28,125.4,81.58,13250,20.84,34.25,22.29,1833,2.88,4.74,3.08,63587,164.39,106.95
12,2000,6,Madhya Pradesh,Mandla,3081,77.51,7.59,6.21,842,21.18,2.08,1.7,52,1.31,0.13,0.1,3975,9.8,8.01
12,2001,6,Madhya Pradesh,Mandla,3562,77.32,8.44,6.6,902,19.58,2.14,1.67,143,3.1,0.34,0.26,4607,10.92,8.54
12,2002,6,Madhya Pradesh,Mandla,3410,75.34,8.15,6.37,975,21.54,2.33,1.82,141,3.12,0.34,0.26,4526,10.82,8.45
12,2003,6,Madhya Pradesh,Mandla,3981,72.36,9.4,7.2,1343,24.41,3.17,2.43,178,3.24,0.42,0.32,5502,12.99,9.95
12,2004,6,Madhya Pradesh,Mandla,3994,71.05,9.47,7.2,1492,26.54,3.54,2.69,135,2.4,0.32,0.24,5621,13.32,10.13
12,2005,6,Madhya Pradesh,Mandla,4218,81.16,9.95,7.52,911,17.53,2.15,1.62,68,1.31,0.16,0.12,5197,12.26,9.27
12,2006,6,Madhya Pradesh,Mandla,4775,79.96,11.42,8.62,1118,18.72,2.67,2.02,79,1.32,0.19,0.14,5972,14.29,10.78
12,2007,6,Madhya Pradesh,Mandla,5453,77.59,12.97,9.69,1519,21.61,3.61,2.7,56,0.8,0.13,0.1,7028,16.72,12.49
12,2008,6,Madhya Pradesh,Mandla,6659,78.3,15.85,11.84,1734,20.39,4.13,3.08,111,1.31,0.26,0.2,8504,20.24,15.13
12,2009,6,Madhya Pradesh,Mandla,6574,72.68,16.37,12.09,2342,25.89,5.83,4.31,129,1.43,0.32,0.24,9045,22.52,16.64
12,2010,6,Madhya Pradesh,Mandla,7878,73.66,18.11,13,2632,24.61,6.05,4.34,185,1.73,0.43,0.31,10695,24.58,17.65
12,2011,6,Madhya Pradesh,Mandla,7881,69.69,18.19,12.81,3260,28.83,7.52,5.3,167,1.48,0.39,0.27,11308,26.1,18.39
12,2012,6,Madhya Pradesh,Mandla,8317,74.88,19.32,13.63,2653,23.89,6.16,4.35,137,1.23,0.32,0.22,11107,25.8,18.2
12,2013,6,Madhya Pradesh,Mandla,9255,73.27,21.51,15.06,3263,25.83,7.58,5.31,114,0.9,0.26,0.19,12632,29.36,20.55
12,2014,6,Madhya Pradesh,Mandla,11043,66.87,25.96,17.9,5309,32.15,12.48,8.6,163,0.99,0.38,0.26,16515,38.83,26.77
12,2015,6,Madhya Pradesh,Mandla,11545,73.99,27.35,19.18,3925,25.16,9.3,6.52,133,0.85,0.32,0.22,15603,36.96,25.92
12,2016,6,Madhya Pradesh,Mandla,11640,71,27.66,19.21,4586,27.97,10.9,7.57,169,1.03,0.4,0.28,16395,38.96,27.05
12,2017,6,Madhya Pradesh,Mandla,11207,72.23,27.6,18.84,4172,26.89,10.27,7.01,136,0.88,0.33,0.23,15516,38.21,26.09
13,2000,6,Madhya Pradesh,Sagar,8145,38.72,15.6,12.52,12135,57.7,23.24,18.65,753,3.58,1.44,1.16,21033,40.28,32.32
13,2001,6,Madhya Pradesh,Sagar,8251,39.9,15.68,12.19,11901,57.55,22.62,17.59,528,2.55,1,0.78,20680,39.3,30.56
13,2002,6,Madhya Pradesh,Sagar,7167,39.47,13.53,10.33,10289,56.66,19.43,14.83,702,3.87,1.33,1.01,18158,34.28,26.18
13,2003,6,Madhya Pradesh,Sagar,8531,44.46,15.98,12.01,9776,50.95,18.31,13.77,879,4.58,1.65,1.24,19186,35.94,27.02
13,2004,6,Madhya Pradesh,Sagar,10374,45.47,19.28,14.03,11471,50.28,21.32,15.51,968,4.24,1.8,1.31,22813,42.39,30.84
13,2005,6,Madhya Pradesh,Sagar,7952,46.79,14.75,11.19,7616,44.82,14.13,10.72,1426,8.39,2.65,2.01,16994,31.53,23.91
13,2006,6,Madhya Pradesh,Sagar,11414,50.18,21.24,15.5,10931,48.06,20.34,14.85,399,1.75,0.74,0.54,22744,42.32,30.89
13,2007,6,Madhya Pradesh,Sagar,10482,48.47,19.42,12.94,10786,49.87,19.99,13.31,359,1.66,0.67,0.44,21627,40.08,26.7
13,2008,6,Madhya Pradesh,Sagar,13408,47.11,24.8,16.72,13787,48.44,25.5,17.19,1269,4.46,2.35,1.58,28464,52.64,35.5
13,2009,6,Madhya Pradesh,Sagar,14692,49.8,26.99,17.92,13937,47.24,25.6,17,875,2.97,1.61,1.07,29504,54.2,35.99
13,2010,6,Madhya Pradesh,Sagar,14824,42.52,27.1,17.87,18123,51.98,33.14,21.84,1919,5.5,3.51,2.31,34866,63.75,42.02
13,2011,6,Madhya Pradesh,Sagar,15258,46.29,27.87,17.41,16619,50.42,30.35,18.96,1086,3.29,1.98,1.24,32963,60.2,37.6
13,2012,6,Madhya Pradesh,Sagar,16692,44.51,30.44,19.39,20275,54.06,36.98,23.56,537,1.43,0.98,0.62,37504,68.4,43.57
13,2013,6,Madhya Pradesh,Sagar,17502,51.89,31.89,19.73,16032,47.53,29.22,18.07,197,0.58,0.36,0.22,33731,61.47,38.02
13,2014,6,Madhya Pradesh,Sagar,16268,55.23,29.68,18.39,12896,43.78,23.53,14.58,291,0.99,0.53,0.33,29455,53.73,33.3
13,2015,6,Madhya Pradesh,Sagar,18385,51.14,33.59,19.88,16735,46.55,30.57,18.1,833,2.32,1.52,0.9,35953,65.68,38.87
13,2016,6,Madhya Pradesh,Sagar,18612,53.34,34.14,20.15,15624,44.78,28.66,16.92,658,1.89,1.21,0.71,34893,64,37.78
13,2017,6,Madhya Pradesh,Sagar,20399,53.1,36.93,21.25,17510,45.58,31.7,18.24,506,1.32,0.92,0.53,38415,69.54,40.01
14,2000,6,Madhya Pradesh,Damoh,3487,48.64,11.56,9.22,3528,49.21,11.7,9.33,154,2.15,0.51,0.41,7169,23.77,18.97
14,2001,6,Madhya Pradesh,Damoh,4305,52.11,14.17,11.34,3835,46.42,12.62,10.11,122,1.48,0.4,0.32,8262,27.19,21.77
14,2002,6,Madhya Pradesh,Damoh,4573,48.29,14.88,12.05,4704,49.67,15.3,12.39,193,2.04,0.63,0.51,9470,30.81,24.95
14,2003,6,Madhya Pradesh,Damoh,4916,51.77,15.91,12.65,4444,46.8,14.39,11.44,136,1.43,0.44,0.35,9496,30.74,24.43
14,2004,6,Madhya Pradesh,Damoh,5298,49.75,17.05,13.23,5041,47.33,16.22,12.59,311,2.92,1,0.78,10650,34.28,26.6
14,2005,6,Madhya Pradesh,Damoh,4088,53.68,13.14,10.25,3148,41.34,10.12,7.9,379,4.98,1.22,0.95,7615,24.48,19.1
14,2006,6,Madhya Pradesh,Damoh,5593,51.61,17.96,13.79,5098,47.04,16.37,12.57,147,1.36,0.47,0.36,10838,34.81,26.72
14,2007,6,Madhya Pradesh,Damoh,5184,53.12,16.63,11.1,4344,44.51,13.93,9.3,231,2.37,0.74,0.49,9759,31.3,20.89
14,2008,6,Madhya Pradesh,Damoh,6956,48.76,22.19,15.3,6936,48.62,22.13,15.25,373,2.61,1.19,0.82,14265,45.51,31.37
14,2009,6,Madhya Pradesh,Damoh,7441,50.82,23.59,16.32,6943,47.42,22.01,15.23,257,1.76,0.81,0.56,14641,46.41,32.11
14,2010,6,Madhya Pradesh,Damoh,8482,50.41,26.82,18.85,7830,46.53,24.76,17.4,515,3.06,1.63,1.14,16827,53.2,37.4
14,2011,6,Madhya Pradesh,Damoh,9462,53.62,29.94,21.02,7851,44.49,24.84,17.44,335,1.9,1.06,0.74,17648,55.83,39.21
14,2012,6,Madhya Pradesh,Damoh,11776,49.86,37.26,25.23,11662,49.37,36.9,24.98,182,0.77,0.58,0.39,23620,74.73,50.6
14,2013,6,Madhya Pradesh,Damoh,9242,56.73,29.07,17.8,7013,43.05,22.06,13.51,35,0.21,0.11,0.07,16290,51.23,31.38
14,2014,6,Madhya Pradesh,Damoh,10116,63.88,31.88,19.44,5627,35.54,17.73,10.82,92,0.58,0.29,0.18,15835,49.9,30.43
14,2015,6,Madhya Pradesh,Damoh,11349,60.79,35.59,21,7231,38.73,22.68,13.38,88,0.47,0.28,0.16,18668,58.54,34.55
14,2016,6,Madhya Pradesh,Damoh,9374,55.14,29.38,16.02,7557,44.45,23.68,12.92,70,0.41,0.22,0.12,17001,53.28,29.06
14,2017,6,Madhya Pradesh,Damoh,10634,52.43,33.3,18.97,9534,47,29.85,17.01,115,0.57,0.36,0.21,20283,63.51,36.18
15,2000,6,Madhya Pradesh,Tikamgarh,8824,42.48,34.85,22.48,11319,54.5,44.71,28.84,627,3.02,2.48,1.6,20770,82.04,52.93
15,2001,6,Madhya Pradesh,Tikamgarh,8135,47.75,31.84,20.81,8606,50.51,33.69,22.01,297,1.74,1.16,0.76,17038,66.69,43.58
15,2002,6,Madhya Pradesh,Tikamgarh,6849,44.15,27.83,18.72,8397,54.13,34.12,22.95,267,1.72,1.08,0.73,15513,63.03,42.4
15,2003,6,Madhya Pradesh,Tikamgarh,11451,54.38,44.35,29.05,9096,43.19,35.23,23.08,511,2.43,1.98,1.3,21058,81.57,53.43
15,2004,6,Madhya Pradesh,Tikamgarh,9131,56.21,36.18,23.48,6733,41.45,26.68,17.31,379,2.33,1.5,0.97,16243,64.37,41.77
15,2005,6,Madhya Pradesh,Tikamgarh,7418,60.98,30.79,20.01,4227,34.75,17.54,11.4,519,4.27,2.15,1.4,12164,50.48,32.82
15,2006,6,Madhya Pradesh,Tikamgarh,6619,56.62,31.7,21.99,4971,42.52,23.8,16.52,101,0.86,0.48,0.34,11691,55.98,38.84
15,2007,6,Madhya Pradesh,Tikamgarh,3574,52.06,15.45,13.12,3242,47.23,14.01,11.9,49,0.71,0.21,0.18,6865,29.67,25.2
15,2008,6,Madhya Pradesh,Tikamgarh,16122,54,62.76,38.23,13525,45.3,52.65,32.07,210,0.7,0.82,0.5,29857,116.22,70.8
15,2009,6,Madhya Pradesh,Tikamgarh,11572,57.08,45.08,27.24,8584,42.34,33.44,20.21,119,0.59,0.46,0.28,20275,78.98,47.72
15,2010,6,Madhya Pradesh,Tikamgarh,10738,52.44,43.1,28.32,9441,46.1,37.9,24.9,299,1.46,1.2,0.79,20478,82.2,54
15,2011,6,Madhya Pradesh,Tikamgarh,12753,64.79,47.26,29.34,6842,34.76,25.36,15.74,88,0.45,0.33,0.2,19683,72.95,45.29
15,2012,6,Madhya Pradesh,Tikamgarh,12358,49.52,44.94,27.15,12583,50.42,45.75,27.64,17,0.07,0.06,0.04,24958,90.75,54.83
15,2013,6,Madhya Pradesh,Tikamgarh,12106,55.54,43.49,25.9,9673,44.38,34.75,20.69,16,0.07,0.06,0.03,21795,78.29,46.63
15,2014,6,Madhya Pradesh,Tikamgarh,11652,65.17,42.14,25.17,6022,33.68,21.78,13.01,206,1.15,0.75,0.44,17880,64.67,38.62
15,2015,6,Madhya Pradesh,Tikamgarh,9184,66.16,36.04,25.45,4690,33.78,18.4,13,8,0.06,0.03,0.02,13882,54.47,38.47
15,2016,6,Madhya Pradesh,Tikamgarh,12868,68.97,46.54,26.75,5527,29.62,19.99,11.49,261,1.4,0.94,0.54,18657,67.47,38.79
15,2017,6,Madhya Pradesh,Tikamgarh,8357,67.85,32.4,22.02,3862,31.36,14.97,10.18,98,0.8,0.38,0.26,12317,47.76,32.46
16,2000,6,Madhya Pradesh,Chhatarpur,8226,47.45,21.96,17.4,8944,51.59,23.87,18.92,167,0.96,0.45,0.35,17337,46.28,36.68
16,2001,6,Madhya Pradesh,Chhatarpur,8052,50.7,21.49,17.4,7716,48.58,20.59,16.67,115,0.72,0.31,0.25,15883,42.38,34.32
16,2002,6,Madhya Pradesh,Chhatarpur,7210,48.18,19.47,16.01,7629,50.98,20.6,16.94,127,0.85,0.34,0.28,14966,40.41,33.23
16,2003,6,Madhya Pradesh,Chhatarpur,12784,52.05,32.98,26.36,11364,46.27,29.32,23.43,412,1.68,1.06,0.85,24560,63.36,50.64
16,2004,6,Madhya Pradesh,Chhatarpur,14093,51.94,35.27,27.79,12766,47.05,31.95,25.18,276,1.02,0.69,0.54,27135,67.9,53.52
16,2005,6,Madhya Pradesh,Chhatarpur,11426,59.1,28.29,22.35,7361,38.07,18.23,14.4,546,2.82,1.35,1.07,19333,47.87,37.81
16,2006,6,Madhya Pradesh,Chhatarpur,9427,53.98,29.47,23.29,7972,45.65,24.92,19.7,65,0.37,0.2,0.16,17464,54.59,43.15
16,2007,6,Madhya Pradesh,Chhatarpur,7071,53.94,21.56,18.61,5887,44.91,17.95,15.49,150,1.14,0.46,0.39,13108,39.97,34.5
16,2008,6,Madhya Pradesh,Chhatarpur,18199,51.84,46.38,36.33,16576,47.21,42.25,33.09,334,0.95,0.85,0.67,35109,89.48,70.08
16,2009,6,Madhya Pradesh,Chhatarpur,13308,54.24,32.67,24.33,11085,45.18,27.21,20.27,144,0.59,0.35,0.26,24537,60.23,44.86
16,2010,6,Madhya Pradesh,Chhatarpur,14477,48.26,35.18,25.87,14951,49.84,36.33,26.72,573,1.91,1.39,1.02,30001,72.9,53.62
16,2011,6,Madhya Pradesh,Chhatarpur,17786,58.04,41.5,30,12684,41.39,29.59,21.39,176,0.57,0.41,0.3,30646,71.5,51.69
16,2012,6,Madhya Pradesh,Chhatarpur,20876,56.75,45.81,33.03,15805,42.96,34.68,25,106,0.29,0.23,0.17,36787,80.73,58.2
16,2013,6,Madhya Pradesh,Chhatarpur,16810,58.22,36.02,25.43,12032,41.67,25.78,18.2,31,0.11,0.07,0.05,28873,61.88,43.67
16,2014,6,Madhya Pradesh,Chhatarpur,15278,58.21,33.67,23.49,10845,41.32,23.9,16.68,123,0.47,0.27,0.19,26246,57.84,40.36
16,2015,6,Madhya Pradesh,Chhatarpur,16167,62.3,42.47,29.68,9695,37.36,25.47,17.8,87,0.34,0.23,0.16,25949,68.16,47.64
16,2016,6,Madhya Pradesh,Chhatarpur,19351,60.93,47.59,30.56,12258,38.6,30.15,19.36,149,0.47,0.37,0.24,31758,78.11,50.16
16,2017,6,Madhya Pradesh,Chhatarpur,14565,56.31,36.43,22.97,11159,43.14,27.91,17.6,140,0.54,0.35,0.22,25864,64.69,40.79
17,2000,6,Madhya Pradesh,Panna,2806,45.61,11.78,10.18,3272,53.19,13.74,11.87,74,1.2,0.31,0.27,6152,25.83,22.31
17,2001,6,Madhya Pradesh,Panna,3119,43.45,13.04,11.32,4026,56.08,16.84,14.61,34,0.47,0.14,0.12,7179,30.02,26.05
17,2002,6,Madhya Pradesh,Panna,2861,41.55,11.74,10.2,4013,58.28,16.46,14.3,12,0.17,0.05,0.04,6886,28.25,24.54
17,2003,6,Madhya Pradesh,Panna,3392,44.99,13.75,12.02,4123,54.69,16.71,14.61,24,0.32,0.1,0.09,7539,30.55,26.72
17,2004,6,Madhya Pradesh,Panna,3026,41.05,12.12,10.28,4276,58.01,17.13,14.52,69,0.94,0.28,0.23,7371,29.53,25.04
17,2005,6,Madhya Pradesh,Panna,2211,46.97,8.79,7.43,2352,49.97,9.35,7.9,144,3.06,0.57,0.48,4707,18.71,15.81
17,2006,6,Madhya Pradesh,Panna,2202,49.47,9.41,8.19,2186,49.11,9.34,8.13,63,1.42,0.27,0.23,4451,19.01,16.55
17,2007,6,Madhya Pradesh,Panna,2087,44.76,9.1,7.78,2473,53.03,10.79,9.22,103,2.21,0.45,0.38,4663,20.34,17.38
17,2008,6,Madhya Pradesh,Panna,3574,44,14.44,12.28,4286,52.76,17.31,14.72,263,3.24,1.06,0.9,8123,32.81,27.91
17,2009,6,Madhya Pradesh,Panna,3882,49.1,15.23,11.38,3958,50.06,15.53,11.6,66,0.83,0.26,0.19,7906,31.02,23.18
17,2010,6,Madhya Pradesh,Panna,3919,46.6,14.78,11.17,4353,51.76,16.42,12.41,138,1.64,0.52,0.39,8410,31.72,23.97
17,2011,6,Madhya Pradesh,Panna,6825,54.89,24.49,17.11,5516,44.36,19.79,13.83,93,0.75,0.33,0.23,12434,44.62,31.17
17,2012,6,Madhya Pradesh,Panna,6446,53.34,25.24,16.23,5613,46.45,21.98,14.13,26,0.22,0.1,0.07,12085,47.33,30.43
17,2013,6,Madhya Pradesh,Panna,8051,57.22,29.6,19.28,5978,42.49,21.98,14.32,41,0.29,0.15,0.1,14070,51.74,33.7
17,2014,6,Madhya Pradesh,Panna,6222,60.92,23.25,15.49,3941,38.59,14.73,9.81,50,0.49,0.19,0.12,10213,38.17,25.43
17,2015,6,Madhya Pradesh,Panna,6520,57.86,25.59,17.37,4739,42.05,18.6,12.63,10,0.09,0.04,0.03,11269,44.24,30.02
17,2016,6,Madhya Pradesh,Panna,6844,59.08,27.56,18.34,4698,40.56,18.92,12.59,42,0.36,0.17,0.11,11584,46.65,31.03
17,2017,6,Madhya Pradesh,Panna,6615,59.26,28.52,16.05,4493,40.25,19.37,10.9,54,0.48,0.23,0.13,11162,48.12,27.08
18,2000,6,Madhya Pradesh,Rewa,10837,53.26,29.4,21.76,9224,45.33,25.02,18.52,288,1.42,0.78,0.58,20349,55.2,40.86
18,2001,6,Madhya Pradesh,Rewa,12015,56.03,32.53,24.05,9096,42.42,24.63,18.2,331,1.54,0.9,0.66,21442,58.06,42.91
18,2002,6,Madhya Pradesh,Rewa,10413,53.57,28.26,21.15,8687,44.69,23.57,17.65,338,1.74,0.92,0.69,19438,52.74,39.49
18,2003,6,Madhya Pradesh,Rewa,13028,56.54,35.06,25.86,9534,41.37,25.66,18.92,482,2.09,1.3,0.96,23044,62.01,45.74
18,2004,6,Madhya Pradesh,Rewa,11600,58.53,31.26,23.18,7813,39.42,21.05,15.61,406,2.05,1.09,0.81,19819,53.41,39.61
18,2005,6,Madhya Pradesh,Rewa,11227,62.45,30.39,22.36,5604,31.17,15.17,11.16,1147,6.38,3.11,2.28,17978,48.67,35.8
18,2006,6,Madhya Pradesh,Rewa,13517,65.16,38.38,28.25,6797,32.77,19.3,14.21,430,2.07,1.22,0.9,20744,58.89,43.36
18,2007,6,Madhya Pradesh,Rewa,10328,64.52,29.77,22.2,5405,33.76,15.58,11.62,275,1.72,0.79,0.59,16008,46.15,34.41
18,2008,6,Madhya Pradesh,Rewa,12370,57.59,34.87,25.64,8460,39.39,23.85,17.54,648,3.02,1.83,1.34,21478,60.54,44.53
18,2009,6,Madhya Pradesh,Rewa,11186,57.72,31.64,23.29,8059,41.58,22.79,16.78,136,0.7,0.38,0.28,19381,54.81,40.36
18,2010,6,Madhya Pradesh,Rewa,10546,55.17,29.43,21.27,8065,42.19,22.51,16.26,504,2.64,1.41,1.02,19115,53.35,38.55
18,2011,6,Madhya Pradesh,Rewa,15784,58.25,43.84,31.27,11023,40.68,30.62,21.84,291,1.07,0.81,0.58,27098,75.26,53.69
18,2012,6,Madhya Pradesh,Rewa,16764,62.68,46.35,33.1,9875,36.92,27.3,19.5,106,0.4,0.29,0.21,26745,73.95,52.81
18,2013,6,Madhya Pradesh,Rewa,18662,67.69,51.4,36.08,8842,32.07,24.35,17.09,66,0.24,0.18,0.13,27570,75.94,53.3
18,2014,6,Madhya Pradesh,Rewa,13590,62.81,37.49,26.32,7709,35.63,21.27,14.93,336,1.55,0.93,0.65,21635,59.68,41.9
18,2015,6,Madhya Pradesh,Rewa,19727,66.49,55.3,38.24,9864,33.25,27.65,19.12,76,0.26,0.21,0.15,29667,83.16,57.51
18,2016,6,Madhya Pradesh,Rewa,23203,70.5,64.73,44.74,9556,29.03,26.66,18.43,155,0.47,0.43,0.3,32914,91.83,63.47
18,2017,6,Madhya Pradesh,Rewa,26124,68.44,72.97,50.6,11848,31.04,33.1,22.95,200,0.52,0.56,0.39,38173,106.63,73.94
19,2000,6,Madhya Pradesh,Sidhi,5460,68.63,14.85,11.03,2381,29.93,6.48,4.81,115,1.45,0.31,0.23,7956,21.64,16.08
19,2001,6,Madhya Pradesh,Sidhi,5804,68.93,15.84,11.68,2516,29.88,6.86,5.06,100,1.19,0.27,0.2,8420,22.97,16.94
19,2002,6,Madhya Pradesh,Sidhi,4711,66.5,13.34,9.93,2281,32.2,6.46,4.81,92,1.3,0.26,0.19,7084,20.05,14.93
19,2003,6,Madhya Pradesh,Sidhi,5806,67.72,16.12,11.79,2635,30.74,7.31,5.35,132,1.54,0.37,0.27,8573,23.8,17.41
19,2004,6,Madhya Pradesh,Sidhi,5827,68.86,16.38,12.03,2536,29.97,7.13,5.24,99,1.17,0.28,0.2,8462,23.79,17.48
19,2005,6,Madhya Pradesh,Sidhi,5785,65.66,16.35,12.04,2584,29.33,7.3,5.38,442,5.02,1.25,0.92,8811,24.9,18.34
19,2006,6,Madhya Pradesh,Sidhi,6025,66.36,17.04,12.51,2960,32.6,8.37,6.15,94,1.04,0.27,0.2,9079,25.68,18.85
19,2007,6,Madhya Pradesh,Sidhi,5168,67.71,14.8,10.95,2400,31.44,6.87,5.08,65,0.85,0.19,0.14,7633,21.86,16.17
19,2008,6,Madhya Pradesh,Sidhi,6163,62.4,17.85,13.13,3577,36.22,10.36,7.62,137,1.39,0.4,0.29,9877,28.6,21.04
19,2009,6,Madhya Pradesh,Sidhi,5709,59.43,16.73,12.32,3858,40.16,11.31,8.32,39,0.41,0.11,0.08,9606,28.15,20.72
19,2010,6,Madhya Pradesh,Sidhi,5708,56.04,16.91,12.48,4205,41.29,12.45,9.2,272,2.67,0.81,0.59,10185,30.17,22.28
19,2011,6,Madhya Pradesh,Sidhi,7720,62.63,22.77,16.74,4524,36.7,13.34,9.81,83,0.67,0.24,0.18,12327,36.36,26.73
19,2012,6,Madhya Pradesh,Sidhi,7717,62.39,22.94,16.81,4611,37.28,13.71,10.04,40,0.32,0.12,0.09,12368,36.77,26.94
19,2013,6,Madhya Pradesh,Sidhi,10087,68.84,29.97,21.86,4503,30.73,13.38,9.76,62,0.42,0.18,0.13,14652,43.54,31.76
19,2014,6,Madhya Pradesh,Sidhi,6134,64.14,18.42,13.41,3379,35.33,10.15,7.38,50,0.52,0.15,0.11,9563,28.72,20.9
19,2015,6,Madhya Pradesh,Sidhi,6962,64.51,20.86,15.28,3812,35.32,11.42,8.37,18,0.17,0.05,0.04,10792,32.33,23.69
19,2016,6,Madhya Pradesh,Sidhi,8638,69.7,25.8,18.84,3726,30.06,11.13,8.13,30,0.24,0.09,0.07,12394,37.01,27.03
19,2017,6,Madhya Pradesh,Sidhi,10828,69.41,32.41,23.43,4735,30.35,14.17,10.25,39,0.25,0.12,0.08,15601,46.7,33.76
20,2000,6,Madhya Pradesh,Satna,10049,50.94,28.61,21.47,9472,48.01,26.96,20.24,208,1.05,0.59,0.44,19729,56.16,42.15
20,2001,6,Madhya Pradesh,Satna,11631,52.82,32.56,24.51,10227,46.44,28.63,21.55,164,0.74,0.46,0.35,22022,61.64,46.41
20,2002,6,Madhya Pradesh,Satna,11746,49.06,32.85,25.38,11996,50.11,33.55,25.92,198,0.83,0.55,0.43,23940,66.96,51.72
20,2003,6,Madhya Pradesh,Satna,12312,50.93,34.23,25.87,11301,46.75,31.42,23.75,561,2.32,1.56,1.18,24174,67.21,50.8
20,2004,6,Madhya Pradesh,Satna,14243,53.62,39.45,29.51,11877,44.71,32.9,24.61,445,1.68,1.23,0.92,26565,73.59,55.03
20,2005,6,Madhya Pradesh,Satna,15131,55.44,42.38,31.42,10824,39.66,30.32,22.48,1336,4.9,3.74,2.77,27291,76.45,56.67
20,2006,6,Madhya Pradesh,Satna,16007,56.03,46.9,35.09,12213,42.75,35.78,26.77,350,1.23,1.03,0.77,28570,83.71,62.62
20,2007,6,Madhya Pradesh,Satna,14661,58.63,43.42,31.89,9748,38.98,28.87,21.21,597,2.39,1.77,1.3,25006,74.05,54.4
